Facility PK,Name,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zip Code,Latitude,Longitude,Zip Code,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
61071180,NYC Neighborhood Health Action Center,Free Safer Sex Products,Condoms and Lubricant,,Government,Government Agency,485 Throop Avenue,,Brooklyn,11221,40.68564682,-73.94146179,NA,Find free safer sex products inside a dispenser/fishbowl located in the hallway at this government agency.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,303,36,27700,3051782,3018260001,BK35
61070793,APICHA Community Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"400 Broadway,Basement",,Manhattan,10013,40.71869506,-74.00246391,6467440985,Find free safer sex products inside a fishbowl located on the 2nd floor at this clinical facility.,1.90E+13,1.90E+13,9:30 AM - 5:30 PM,9:30 AM - 5:30 PM,9:30 AM - 7:00 PM,9:30 AM - 7:00 PM,9:30 AM - 5:30 PM,,,TRUE,TRUE,TRUE,,https://apicha.org/community-health-care-new-york-city,101,1,3100,1002334,1001960001,MN24
61070957,Eagle,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,554 West 28 Street,,Manhattan,10001,40.75154711,-74.00362731,646-473-1866,Find free safer sex products inside a fishbowl located near the restrooms at this bar/lounge.,1.90E+13,1.90E+13,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,10:00 AM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,104,3,9900,1012417,1006990063,MN13
61071192,Open House,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,244 East Houston Street,,Manhattan,10002,40.72205104,-73.98570646,NA,Find free safer sex products inside a fishbowl located inside at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,103,2,3002,1075675,1003970065,MN22
61070951,D'Rochy (Formerly Shakespeare Salon),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,754 East 168 Street,,Bronx,10456,40.82932103,-73.90111668,NA,Find free safer sex products inside a dispenser located in the back near the restroom at this barbershop.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,203,17,13500,2004715,2026620010,BX35
61071294,The House Of Electronics,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,317 Utica Avenue,,Brooklyn,11213,40.66718253,-73.93126239,(347) 645-7456,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,309,41,34900,3037788,3014030002,BK61
61071112,Manuel Perez Medical Office,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,531 East 138 Street,,Bronx,10454,40.80725321,-73.91849583,212-957-1800,Find free safer sex products inside a dispenser located in the back at this physician.,1.90E+13,1.90E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,,201,8,3900,2000068,2022660036,BX39
61071041,Hispanic AIDS Forum - Manhattan,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"1767 Park Avenue,5th Floor",,Manhattan,10035,40.80338276,-73.94023088,212-677-7999,Find free safer sex products inside a fishbowl located in the reception area at this community center.,1.90E+13,1.90E+13,12:00 PM - 7:30 PM,12:00 PM - 7:30 PM,12:00 PM - 7:30 PM,12:00 PM - 7:30 PM,9:30 AM - 4:00 PM,,,TRUE,FALSE,TRUE,,,111,9,19600,1087850,1017710003,MN34
61071016,Harlem Care Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Pharmacy,None,"165 West 127 Street,N/A",,Manhattan,10027,40.80979196,-73.94622896,(212) 666-3600,Find free safer sex products inside a bowl located next to the register at this location.,1.90E+13,1.90E+13,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,9:00 AM - 7:00 PM,10:00 AM - 4:00 PM,,TRUE,TRUE,FALSE,,,110,9,22400,1079496,1019120001,MN03
61071099,Life Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,471 Lenox Avenue,,Manhattan,10037,40.81305597,-73.94163469,(347) 557-2425,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,110,9,22600,1058227,1019180032,MN03
61071266,Subway,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,273 Utica Avenue,,Brooklyn,11213,40.66922453,-73.93106923,(347) 557-9386,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,308,41,34900,3037346,3013910001,BK61
61071125,Mickey Spillane's,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,350 West 49 Street,,Manhattan,10019,40.76225385,-73.98800449,718-684-3843,"Find free safer sex products inside a fishbowl located beside the bar, under the coffee machine at this bar/lounge.",1.90E+13,1.90E+13,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 2:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 4:00 AM,11:00 AM - 2:00 AM,TRUE,FALSE,TRUE,,,104,3,12700,1025163,1010390061,MN15
61070930,Delancey Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,168 Delancey Street,,Manhattan,10002,40.7176594,-73.98556311,NA,Find free safer sex products inside a fishbowl located in the upstairs bar area at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,103,1,1402,1004214,1003480075,MN28
61071234,Restivo,Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,209 7 Avenue,,Manhattan,10011,40.74351867,-73.99604473,NA,Find free safer sex products inside a fishbowl located on the front bar beside window at this restaurant.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,104,3,9100,1014788,1007980001,MN13
61071310,THRIVE @ Brightpoint Health,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"328 East 150 Street,Ground Floor",,Bronx,10451,40.81750893,-73.92042332,917-471-4593,Find free safer sex products inside a dispenser located in the back near the restroom at this clinical facility.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,FALSE,,,201,17,6500,2092166,2023310052,BX34
61070933,Diamond Cuts - Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,614 8 Avenue,,Manhattan,10018,40.75574903,-73.99085716,(917) 207-2501,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,105,3,11300,1014513,1007890079,MN17
61071003,Great City Medical,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,OB / OB-GYN,"68 East 131 Street,Suite 100",,Manhattan,10037,40.80921921,-73.93718397,2122818600,Find free safer sex products inside a bowl located on the front counter at this ob / ob-gyn.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,FALSE,TRUE,,,111,9,20600,1054287,1017550041,MN03
61071081,Kundalin Ink (Formerly Omega Tattoos),Free Safer Sex Products,Condoms and Lubricant,,Business,Tattoo Parlor,81-09 Roosevelt Avenue,,Queens,11372,40.74755596,-73.88466577,NA,Find free safer sex products inside a dispenser located near the counter at this tattoo parlor.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,403,21,28300,4030023,4012920045,QN28
61070982,Fat Cat,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,75 Christopher Street,,Manhattan,10014,40.7335552,-74.00327271,718-672-7246,Find free safer sex products inside a fishbowl located in the front near the entrance at this bar/lounge.,1.90E+13,1.90E+13,2:00 PM - 5:00 AM,2:00 PM - 5:00 AM,2:00 PM - 5:00 AM,2:00 PM - 5:00 AM,12:00 PM - 5:00 AM,12:00 PM - 5:00 AM,12:00 PM - 5:00 AM,TRUE,FALSE,FALSE,,,102,3,7300,1011168,1006190074,MN23
61071221,Professional GYN,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"14  Dekalb Avenue,2nd floor",,Brooklyn,11201,40.68995322,-73.98230939,7188754848,Find free safer sex products inside a bowl located on the front desk at this physician.,1.90E+13,1.90E+13,8:00 AM - 6:30 PM,8:00 AM - 5:30 PM,8:00 AM - 6:30 PM,8:00 AM - 5:30 PM,8:00 AM - 5:00 PM,8:00 AM - 1:00 PM,,TRUE,TRUE,TRUE,,,302,33,3300,3000362,3001490028,BK68
61070974,Excelsior,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,563 5 Avenue,,Brooklyn,11215,40.66532249,-73.98949626,917-572-6262,Find free safer sex products inside a fishbowl located on the right side of the bar at this bar/lounge.,1.90E+13,1.90E+13,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,2:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,307,39,14100,3330587,3010480007,BK37
61071194,Outpost,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,1014 Fulton Street,,Brooklyn,11238,40.68206744,-73.96021347,212-254-9920,Find free safer sex products inside a dispenser located by the restroom at this bar/lounge.,1.90E+13,1.90E+13,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,7:30 AM - 9:00 PM,TRUE,FALSE,TRUE,,,302,36,22700,3057665,3020150026,BK69
61070804,Bar Nine,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,807 9 Avenue,,Manhattan,10019,40.76567374,-73.98736129,718-230-3805,Find free safer sex products inside a dispenser located inside to the left at this bar/lounge.,1.90E+13,1.90E+13,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,1:00 PM - 2:00 AM,TRUE,TRUE,TRUE,,,104,3,13300,1026767,1010630032,MN15
61071007,Gynecology & Women閳ユ獨 Health Services,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,OB / OB-GYN,"2542 University Avenue,Main Floor",,Bronx,10468,40.866047,-73.90276114,3476185330,"Find free safer sex products inside a bowl located at the front desk, waiting area, and bathrooms at this ob / ob-gyn.",1.90E+13,1.90E+13,,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,9:00 AM - 3:00 PM,,9:00 AM - 2:00 PM,TRUE,TRUE,TRUE,,,207,14,26500,2014652,2032140022,BX30
61070898,Commonwealth,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,497 5 Avenue,,Brooklyn,11215,40.66727112,-73.98787024,212-757-0788,Find free safer sex products inside a fishbowl located on the right near door at this bar/lounge.,1.90E+13,1.90E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,306,39,13900,3337712,3010290010,BK37
61071198,Paddles,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,250 West 26 Street,,Manhattan,10001,40.74660103,-73.9957053,212-281-2762,Find free safer sex products inside a fishbowl (2) located in the back at this night club.,1.90E+13,1.90E+13,,,,,10:00 PM - 3:00 AM,10:00 PM - 3:00 AM,1:00 PM - 3:00 AM,TRUE,FALSE,TRUE,,,104,3,9100,1014206,1007750064,MN13
61071159,New York Harm Reduction Educators,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"104 E 126th Street,#1A",,Manhattan,10035,40.80551154,-73.93806525,(212) 828-8464,Find free safer sex products inside a container located in the office at this social service.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,http://nyhre.org,111,9,19600,1054493,1017740067,MN34
61071106,Lucky 13 Saloon,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,646 Sackett Street,,Brooklyn,11217,40.6784034,-73.9835671,212-675-1864,Find free safer sex products inside a fishbowl located near the entrance at this bar/lounge.,1.90E+13,1.90E+13,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,,TRUE,TRUE,TRUE,,,306,39,11900,3007209,3004340030,BK37
61071045,Hostos Community College,Free Safer Sex Products,Condoms and Lubricant,,Education,College/University,475 Grand Concourse,,Bronx,10451,40.81794735,-73.92759797,212-774-3306,"Find free safer sex products inside a dispenser located in the nurse's office, room a334-c at this college/university.",1.90E+13,1.90E+13,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 4:00 PM,,TRUE,TRUE,TRUE,,,201,17,6300,2001038,2023460029,BX63
61071031,HASA Center #85 Greenwood,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,88 3 Avenue,,Brooklyn,11217,40.68376367,-73.98176659,NA,Find free safer sex products inside a dispenser located in the 2nd floor reception area at this community center.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,FALSE,,,302,33,3900,3335918,3001970028,BK38
61070979,Fairytail Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,500 West 48 Street,,Manhattan,10036,40.76346194,-73.99281628,NA,Find free safer sex products inside a fishbowl located at reception at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,104,3,12900,1026998,1010760036,MN15
61070963,EL Duque Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,101 East 169 Street,,Bronx,10452,40.83704398,-73.9175521,347-586-7695,Find free safer sex products inside a dispenser located in the front near the entrance at this barbershop.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,,204,16,22102,2008034,2028390039,BX63
61071141,Mount Sinai Brooklyn Heights Urgent Care,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,"300 Cadman Plaza West,18th",,Brooklyn,11201,40.695194,-73.99086911,929-210-6103,Find free safer sex products inside a bowl located in each room at this location.,1.90E+13,1.90E+13,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,TRUE,FALSE,FALSE,,,302,33,502,3001937,3002390001,BK09
61071334,Village Cuts,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,179 West 4 Street,,Manhattan,10014,40.73246831,-74.00178968,212-488-2705,Find free safer sex products inside a fishbowl located on the counter at this barbershop.,1.90E+13,1.90E+13,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,11:30 AM - 8:00 PM,12:00 PM - 6:30 PM,TRUE,TRUE,TRUE,,,102,3,7100,1010230,1005920036,MN23
61070998,Gentle Touch Medical Pc,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,9708 Seaview Avenue,,Brooklyn,11236,40.6339873,-73.88938081,(347) 702-5161,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,318,46,103400,3235260,3083290001,BK50
61071215,Platinums Clothing Store,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,20 Rockaway Avenue,,Brooklyn,11233,40.68300656,-73.91179054,(929) 339-2191,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,316,41,37300,3040951,3015110033,BK79
61071047,Housing Works - Keith D. Cylar Community Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"743 East 9 Street,Adult Day Health Center",,Manhattan,10009,40.72453073,-73.97617414,212-677-7999,Find free safer sex products at this location.,1.90E+13,1.90E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 AM,9:00 AM - 5:00 AM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,http://www.housingworks.org/locations/detail/keith-d-cylar-house-health-center,103,2,2800,1084631,1003790039,MN28
61071050,I Love Tory Hammond Unisex Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1039 Rutland Road,,Brooklyn,11212,40.66343212,-73.92521796,(718) 552-2926,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,317,41,88400,3099515,3045980055,BK96
61071000,Golden Scissors,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,229 East 167 Street,,Bronx,10456,40.83374332,-73.91551444,718-397-8723,Find free safer sex products inside a dispenser located in the back between barber chairs at this barbershop.,1.90E+13,1.90E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,204,16,17901,2002689,2024530030,BX14
61071296,The Leather Man,Free Safer Sex Products,Condoms and Lubricant,,Business,Retail Store,111 Christopher Street,,Manhattan,10014,40.73326144,-74.00512374,NA,Find free safer sex products inside a fishbowl located in the store at this retail store.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,TRUE,,,102,3,7300,1011147,1006190041,MN23
61071123,"Metropolitan Church of New York Charities, Inc.",Free Safer Sex Products,Condoms and Lubricant,,Faith-Based Organization,Community Center,446 West 36 Street,,Manhattan,10018,40.75550234,-73.99738674,NA,Find free safer sex products inside a fishbowl located in the front near the entrance at this community center.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,104,3,11100,1012876,1007330062,MN13
61070934,Diaspora Community Services,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"921 B East New York Avenue,N/A",,Brooklyn,11203,40.66290133,-73.93235897,718-429-3800,Find free safer sex products inside a fishbowl located in the waiting room at this community center.,1.90E+13,1.90E+13,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,FALSE,TRUE,,http://www.diasporacs.org/medicaid-health-homes,309,41,88000,,3,BK60
61071164,Nueva Imagen Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,3850 Broadway,,Manhattan,10032,40.83628003,-73.94324048,(347) 415-2830,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,112,7,24500,1062823,1021190005,MN36
61071242,San Juan Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,960 Amsterdam Avenue,,Manhattan,10025,40.80120272,-73.96515539,(212) 222-4650,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,107,7,19500,1056657,1018790029,MN09
61071083,La Boom,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,56-15 Northern Boulevard,,Queens,11377,40.7535332,-73.90466934,718-802-1111,Find free safer sex products inside a fishbowl located in the back near the restroom at this night club.,1.90E+13,1.90E+13,11:00 PM - 4:00 AM,,,,11:00 PM - 4:00 AM,11:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,401,26,29700,4026067,4011580120,QN63
61070860,Brooklyn Community Pride Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,1360 Fulton Street,,Brooklyn,11216,40.68017867,-73.94593007,212-243-2901,Find free safer sex products inside a fishbowl located near the entrance at this community center.,1.90E+13,1.90E+13,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,2:00 PM - 10:00 PM,10:00 AM - 4:00 PM,TRUE,FALSE,TRUE,,,303,36,24700,3329709,3018620001,BK61
61071204,Peedee Restaurant,Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,2006 3 Avenue,,Manhattan,10029,40.79428518,-73.94270579,NA,Find free safer sex products inside a fishbowl located at the cashier at this restaurant.,1.90E+13,1.90E+13,,,,,,,,TRUE,FALSE,FALSE,,,111,8,17200,1082322,1016380033,MN33
61071070,K & R Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,5702 Clarendon Road,,Brooklyn,11203,40.64484828,-73.92269482,(347) 785-7272,Find free safer sex products at this location.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,317,45,94600,3393792,3079150041,BK96
61071282,The Box,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,189 Chrystie Street,,Manhattan,10002,40.72172777,-73.99199826,212-505-2466,Find free safer sex products inside a fishbowl located in the front near the host stand at this bar/lounge.,1.90E+13,1.90E+13,,11:00 PM - 4:00 AM,11:00 PM - 4:00 AM,11:00 PM - 4:00 AM,11:00 PM - 4:00 AM,11:00 PM - 4:00 AM,,TRUE,FALSE,FALSE,,,103,1,3601,1005721,1004260033,MN27
61070789,Alligator Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,600 Metropolitan Avenue,,Brooklyn,11211,40.71409444,-73.94888202,NA,Find free safer sex products inside a fishbowl located inside at this bar/lounge.,1.90E+13,1.90E+13,,,,,,,,TRUE,TRUE,TRUE,,,301,34,50300,3068806,3027620006,BK90
